summary,theme,countries,lemmatized_tokens
Fierce fighting broke out here in the early stages of the conflict between islamic statelinked militants and the philippine military. Some maute group members reportedly penetrated marawi through a religious assembly here in midmay.,"Political Topics and Protests, Social Issues and Activism",[],"['outside', 'heavy', 'rain', 'shroud', 'nearby', 'twostory', 'building', 'riddled', 'bullet', 'hole', 'fierce', 'fighting', 'broke', 'early', 'stage', 'conflict', 'islamic', 'statelinked', 'militant', 'philippine', 'military', 'religious', 'assembly', 'midmay', 'maute', 'group', 'member', 'reportedly', 'penetrated', 'marawi', 'evading', 'eye', 'authority', 'already', 'wary', 'extremist', 'activity', 'city', 'roof', 'mosque', 'provides', 'sweeping', 'vista', 'battleground', 'reduced', 'handful', 'crumbling', 'building', 'city', 'business', 'core', 'alongside', 'lake', 'lanao', 'minaret', 'mosque', 'adorned', 'crescent', 'moon', 'islam', 'easily', 'spotted', 'distance']"
Militant groups in the niger delta claim that the impoverished region has not benefitted from its natural resources. A previouslyunknown group calling itself the new delta avengers pledged to resurrect the spirit of insurgency.,"Energy and Resources, Legal and Crime Stories","['Niger', 'Nigeria']","['militant', 'niger', 'deltaled', 'group', 'called', 'niger', 'delta', 'avengersrepeatedly', 'attacked', 'pipeline', 'oil', 'facility', 'leading', 'regular', 'shutdown', 'slashing', 'production', 'half', 'combined', 'global', 'fall', 'commodity', 'price', 'attack', 'pushed', 'nigeria', 'recession', 'august', 'attack', 'abated', 'earlier', 'june', 'previouslyunknown', 'group', 'calling', 'new', 'delta', 'avenger', 'pledged', 'resurrect', 'spirit', 'insurgency', 'demand', 'better', 'deal', 'people', 'bloody', 'attack', 'destruction', 'oil', 'asset', 'reuters', 'reported', 'militant', 'group', 'niger', 'delta', 'claim', 'impoverished', 'region', 'benefitted', 'natural', 'resource']"
The us and uk have over the past few weeks carried out a number of joint military strikes on houthi targets in yemen. The strikes have been in response to attacks by the iranbacked  rebels on both commercial and state vessels in the red sea.,"International Relations and Trade, military",['Yemen'],"['brighton', 'england', 'u', 'uk', 'past', 'week', 'carried', 'number', 'joint', 'military', 'strike', 'houthi', 'target', 'yemen', 'strike', 'response', 'attack', 'iranbacked', 'houthi', 'rebel', 'commercial', 'state', 'vessel', 'red', 'sea', 'since', 'conflict', 'broke', 'gaza', 'oct', 'u', 'uk', 'justified', 'strike', 'invoking', 'right', 'selfdefence', 'enshrined', 'article', 'united', 'nation', 'charter', 'right', 'also', 'found', 'within', 'customary', 'international', 'law', 'together', 'two', 'source', 'provide', 'right', 'exists', 'armed', 'attack', 'occurs', 'state', 'action', 'taken', 'necessary', 'proportionate']"
Tompolo is wanted by the nigerian economic and financial crimes commission for charges of money laundering conspiracy and theft. Despite the bounty on his head he is linked to a number of businesses including some that enjoy government contracts.,"Financial Policies and Taxation, Legal and Crime Stories","['Niger', 'Nigeria', 'Norway']","['attack', 'perpetrated', 'tompolos', 'movement', 'emancipation', 'niger', 'delta', 'mend', 'saw', 'oil', 'production', 'nigeria', 'cut', 'third', 'dozen', 'foreign', 'office', 'worker', 'taken', 'hostage', 'killed', 'tompolo', 'claim', 'changed', 'way', 'present', 'wanted', 'nigerian', 'economic', 'financial', 'crime', 'commission', 'charge', 'money', 'laundering', 'conspiracy', 'theft', 'despite', 'bounty', 'head', 'linked', 'number', 'businessesincluding', 'enjoy', 'government', 'contract', 'one', 'company', 'global', 'west', 'vessel', 'specialist', 'gwvs', 'heart', 'million', 'deal', 'million', 'buy', 'seven', 'former', 'gunshipsincluding', 'tonne', 'knm', 'hortenfrom', 'norway', 'via', 'ukbased', 'casglobal', 'deal', 'took', 'place', 'subject', 'major', 'new', 'report', 'campaign', 'group', 'corruption', 'watch']"
Goma congo ap one of eastern congos most active rebel groups is attacking a community considered the last line of defense before the regions largest city of goma fleeing residents said. The rebels claimed they had no intention to seize it again the m rebels in a statement however warned that attacks targeting our forces andor indiscriminate shelling of civilian population will be dealt with at their source.,"Social Issues and Activism, Political Topics and Protests ","['Congo', 'Rwanda']","['goma', 'congo', 'ap', 'one', 'eastern', 'congo', 'active', 'rebel', 'group', 'attacking', 'community', 'considered', 'last', 'line', 'defense', 'region', 'largest', 'city', 'goma', 'fleeing', 'resident', 'said', 'wednesday', 'even', 'rebel', 'claimed', 'intention', 'seize', 'rebel', 'statement', 'however', 'warned', 'attack', 'targeting', 'force', 'andor', 'indiscriminate', 'shelling', 'civilian', 'population', 'dealt', 'source', 'group', 'rose', 'prominence', 'decade', 'ago', 'seizing', 'goma', 'important', 'base', 'congolese', 'force', 'humanitarian', 'worker', 'alleged', 'tie', 'rwanda', 'detonated', 'explosive', 'north', 'kivu', 'sake', 'city', 'kilometer', 'mile', 'goma', 'resident', 'said', 'hurried', 'fighting', 'rebel', 'security', 'force']"
The strikes are believed to be just the first in a multitiered response by president joe bidens administration in response to the attack last weekend carried out by iranbacked militants. The strikes did not target any locations inside iran they are likely to increase concern about tensions escalating in the middle east.,"International Relations and Trade, military","['Iraq', 'Israel', 'Jordan']","['washington', 'united', 'state', 'carried', 'retaliatory', 'air', 'strike', 'friday', 'feb', 'iraq', 'syria', 'target', 'linked', 'iran', 'revolutionary', 'guard', 'irgc', 'militia', 'back', 'u', 'military', 'said', 'deadly', 'attack', 'jordan', 'killed', 'three', 'u', 'troop', 'injured', 'others', 'strike', 'believed', 'first', 'multitiered', 'response', 'president', 'joe', 'bidens', 'administration', 'response', 'attack', 'last', 'weekend', 'carried', 'iranbacked', 'militant', 'u', 'strike', 'target', 'location', 'inside', 'iran', 'likely', 'increase', 'concern', 'tension', 'escalating', 'middle', 'east', 'israel', 'threemonthold', 'war', 'palestinian', 'hamas', 'militant', 'gaza']"
 ugandan troops have been fighting in eastern drc since as part of a joint operation to dismantle the allied democratic forces adf. The adf is a militant group affiliated with isis the adf designated a terror group by the united states and uganda.,"Legal and Crime Stories, military","['Belgium', 'Congo', 'Uganda']","['ugandan', 'troop', 'fighting', 'eastern', 'drc', 'since', 'part', 'joint', 'operation', 'dismantle', 'allied', 'democratic', 'force', 'adf', 'militant', 'group', 'affiliated', 'isi', 'adf', 'designated', 'terror', 'group', 'united', 'state', 'uganda', 'originated', 'uganda', 'operates', 'north', 'kivu', 'carry', 'attack', 'uganda', 'congo', 'although', 'group', 'received', 'less', 'attention', 'least', 'deadly', 'congo', 'expert', 'kristof', 'titeca', 'belgium', 'university', 'antwerp', 'told', 'dw', 'adding', 'joint', 'operation', 'congolese', 'ugandan', 'force', 'particularly', 'effective', 'past', 'six', 'month']"
The village of nzakoundou was the target of a deadly attack attributed to r armed elements on december killing civilians. The village had been burnt down and the rest of the population fled into the bush. The blue helmets of the un mission are progressing towards the village with the aim of reinforcing security.,"Legal and Crime Stories, military",[],"['village', 'nzakoundou', 'target', 'deadly', 'attack', 'attributed', 'r', 'armed', 'element', 'december', 'killing', 'civilian', 'announced', 'un', 'press', 'release', 'adding', 'village', 'burnt', 'rest', 'population', 'fled', 'bush', 'blue', 'helmet', 'un', 'mission', 'central', 'african', 'republic', 'minusca', 'whose', 'number', 'specified', 'progressing', 'towards', 'village', 'aim', 'reinforcing', 'security', 'area', 'facilitating', 'humanitarian', 'access', 'population', 'un', 'mission', 'explained', 'r', 'armed', 'group', 'return', 'reclamation', 'rehabilitation', 'one', 'powerful', 'multitude', 'rebel', 'group', 'criminal', 'gang', 'terrorizing', 'population', 'vast', 'central', 'african', 'country']"
Six officials in the cyberelectronic command of the iranian islamic revolutionary guard corps irgc are among those to be sanctioned. At least proiran fighters were killed in the strikes so far.,"Privacy, Security, and Cyber Matters, military",[],"['least', 'proiran', 'fighter', 'killed', 'strike', 'far', 'eastern', 'syria', 'war', 'monitor', 'said', 'u', 'treasury', 'department', 'said', 'imposing', 'sanction', 'six', 'official', 'cyberelectronic', 'command', 'iranian', 'islamic', 'revolutionary', 'guard', 'corp', 'irgc', 'activity', 'targeting', 'critical', 'infrastructure', 'separate', 'notice', 'treasury', 'added', 'also', 'hitting', 'network', 'supplier', 'providing', 'material', 'sensitive', 'technology', 'iran', 'ballistic', 'missile', 'unmanned', 'aerial', 'vehicle', 'uav', 'programme', 'third', 'measure', 'prosecutor', 'also', 'announced', 'seized', 'u', 'million', 'used', 'oil', 'laundering', 'scheme', 'fund', 'revolutionary', 'guard', 'elite', 'qods', 'force']"
The fighting in bangui has become increasingly sectarian. The mostly christian militias known as the antibalaka carry out their own violent reprisal attacks on muslim villages.,"Legal and Crime Stories, military",['Oman'],"['brutality', 'seleka', 'gave', 'rise', 'mostly', 'christian', 'militia', 'known', 'antibalaka', 'new', 'militia', 'whose', 'name', 'mean', 'antimachete', 'proceeded', 'carry', 'violent', 'reprisal', 'attack', 'muslim', 'village', 'introducing', 'dangerous', 'sectarian', 'element', 'conflict', 'civilian', 'targeted', 'increasing', 'frequency', 'last', 'december', 'fighting', 'dramatically', 'escalated', 'antibalaka', 'force', 'launching', 'coordinated', 'attack', 'seleka', 'fighter', 'capital', 'city', 'bangui', 'also', 'deliberately', 'targeted', 'muslim', 'civilian', 'including', 'woman', 'child', 'retaliation', 'seleka', 'fighter', 'murdered', 'christian', 'civilian', 'amid', 'increasing', 'sectarian', 'violence', 'around', 'capital', 'international', 'pressure', 'calling', 'step', 'djotodia', 'resigned', 'following', 'month']"
Twenty years after the united states invasion of iraq analysts say the conflict has drastically altered how the us views warfare and has changed its bootsontheground strategy.,"International Relations and Trade, military",['Iraq'],"['washington', 'twenty', 'year', 'united', 'state', 'invasion', 'iraq', 'analyst', 'say', 'conflict', 'drastically', 'altered', 'u', 'view', 'warfare', 'changed', 'bootsontheground', 'strategy', 'search', 'weapon', 'mass', 'destruction', 'wmd', 'along', 'former', 'iraqi', 'president', 'saddam', 'hussein', 'purported', 'tie', 'terrorist', 'group', 'pretext', 'justification', 'campaign', 'thenus', 'president', 'george', 'w', 'bush', 'called', 'military', 'operation', 'mission', 'free', 'iraqi', 'people', 'prevent', 'saddam', 'regime', 'threatening', 'u', 'world', 'destructive', 'weapon', 'fellow', 'citizen', 'hour', 'american', 'coalition', 'force', 'early', 'stage', 'military', 'operation', 'disarm', 'iraq', 'free', 'people', 'defend', 'world', 'grave', 'danger', 'said', 'bush', 'march', 'day', 'usled', 'invasion', 'iraq']"
Osvaldo villalba was the leader of the paraguayan peoples army epp. The epp has carried out a string of killings and kidnappings in paraguay.,"Social Issues and Activism, Legal and Crime Stories, military",['Paraguay'],"['leader', 'small', 'violent', 'leftwing', 'rebel', 'group', 'terrorising', 'rural', 'community', 'paraguay', 'killed', 'clash', 'soldier', 'official', 'say', 'osvaldo', 'villalba', 'leader', 'paraguayan', 'people', 'army', 'epp', 'carried', 'string', 'killing', 'kidnapping', 'paraguay', 'among', 'held', 'epp', 'country', 'former', 'vicepresident', 'scar', 'denis', 'kidnapped', 'september', 'army', 'official', 'told', 'reporter', 'soldier', 'come', 'across', 'rebel', 'sunday', 'heard', 'gunshot', 'patrol', 'amambay', 'province', 'arrived', 'scene', 'shooting', 'found', 'two', 'indigenous', 'people', 'killed', 'third', 'injured', 'rebel']"
The bomb on ataturk boulevard was the first in ankara since when a spate of deadly attacks gripped the country video afterward showed a renault cargo vehicle parked there windows shattered and doors open amid debris.,"Legal and Crime Stories, military",[],"['statement', 'described', 'bombing', 'suicide', 'attack', 'planned', 'coincide', 'opening', 'parliament', 'carried', 'team', 'linked', 'immortal', 'battalion', 'pkk', 'designated', 'terrorist', 'organisation', 'trkiye', 'united', 'state', 'european', 'union', 'launched', 'insurgency', 'southeast', 'trkiye', 'people', 'killed', 'conflict', 'bomb', 'ataturk', 'boulevard', 'first', 'ankara', 'since', 'spate', 'deadly', 'attack', 'gripped', 'country', 'video', 'afterward', 'showed', 'renault', 'cargo', 'vehicle', 'parked', 'window', 'shattered', 'door', 'open', 'amid', 'debris', 'surrounded', 'soldier', 'ambulance', 'fire', 'truck', 'armoured', 'vehicle']"
Russia will press on with its war in ukraine unless kyiv does a deal that takes moscows security concerns into account president vladimir putin said.,"International Relations and Trade, military",['Ukraine'],"['moscow', 'russia', 'press', 'war', 'ukraine', 'unless', 'kyiv', 'deal', 'take', 'moscow', 'security', 'concern', 'account', 'president', 'vladimir', 'putin', 'said', 'thursday', 'dec', 'adding', 'goal', 'special', 'military', 'operation', 'would', 'met', 'regardless', 'fielding', 'question', 'public', 'medium', 'event', 'dominated', 'war', 'putin', 'announced', 'seek', 'another', 'sixyear', 'presidential', 'term', 'march', 'said', 'original', 'goal', 'ukraine', 'changed', 'russian', 'force', 'taken', 'initiative', 'battlefield', 'practically', 'along', 'entire', 'line', 'contact', 'armed', 'force', 'shall', 'say', 'modestly', 'improving', 'position', 'virtually', 'active', 'stage', 'action', 'putin', 'said']"
 peacekeepers had been in place since as part of efforts to resolve a dispute over the status of dumeira mountain and dumesira island claimed by both djibouti and eritrea. The withdrawal of the qatari peacekeepers appears to be related to the countrys current diplomatic dispute with some of its gulf neighbours.,"International Relations and Trade, military","['Djibouti', 'Eritrea', 'Qatar']","['peacekeeper', 'place', 'since', 'part', 'effort', 'resolve', 'dispute', 'status', 'dumeira', 'mountain', 'dumeira', 'island', 'claimed', 'djibouti', 'eritrea', 'tiny', 'dumeira', 'island', 'lie', 'coast', 'two', 'country', 'southern', 'end', 'red', 'sea', 'close', 'babelmandeb', 'strait', 'important', 'shipping', 'lane', 'global', 'commerce', 'two', 'country', 'armed', 'force', 'clashed', 'border', 'state', 'later', 'accepted', 'qatar', 'offer', 'mediation', 'deployment', 'peacekeeper', 'though', 'bilateral', 'relation', 'remained', 'strained', 'withdrawal', 'qatari', 'peacekeeper', 'appears', 'related', 'country', 'current', 'diplomatic', 'dispute', 'gulf', 'neighbour', 'recent', 'week', 'imposed', 'blockade']"
Two bangladeshi border guards have been shot dead by indian troops near a frontier post triggering an immediate protest by dhaka.,"International Relations and Trade, military","['Bangladesh', 'India']","['two', 'bangladeshi', 'border', 'guard', 'shot', 'dead', 'indian', 'troop', 'near', 'frontier', 'post', 'triggering', 'immediate', 'protest', 'dhaka', 'bangladeshi', 'security', 'official', 'said', 'today', 'indian', 'border', 'security', 'force', 'bsf', 'suddenly', 'started', 'firing', 'force', 'patrolling', 'along', 'northwestern', 'frontier', 'thursday', 'night', 'said', 'spokesman', 'bangladesh', 'rifle', 'border', 'guard', 'two', 'soldier', 'fatally', 'hit', 'serious', 'violation', 'bsf', 'lodged', 'strong', 'protest', 'bsf', 'incident', 'added', 'india', 'bsf', 'said', 'chasing', 'cattle', 'smuggler', 'bangladeshi', 'border', 'guard', 'fired', 'forcing', 'retaliate']"
Civilians in southern thailand have been trapped in decades of deeprooted conflicts and armed violence. The area has been affected by more than violent incidents ranging from bombings to gun attacks according to pattanibased conflict monitoring group deep south watch.,"International Relations and Trade, military","['Malaysia', 'Thailand']","['thailand', 'southern', 'insurgency', 'generation', 'civilian', 'southern', 'thailand', 'trapped', 'decade', 'deeprooted', 'conflict', 'armed', 'violence', 'reignited', 'area', 'affected', 'violent', 'incident', 'ranging', 'bombing', 'gun', 'attack', 'according', 'pattanibased', 'conflict', 'monitoring', 'group', 'deep', 'south', 'watch', 'dsw', 'press', 'conference', 'mr', 'anwar', 'expressed', 'optimism', 'conflict', 'thailand', 'southern', 'border', 'resolved', 'investment', 'trade', 'development', 'unfortunate', 'small', 'skirmish', 'led', 'lot', 'tension', 'sort', 'resentment', 'distrust', 'appeal', 'force', 'thailand', 'south', 'even', 'malaysia', 'understand', 'appreciate', 'peace', 'must', 'paramount', 'consideration', 'said', 'mr', 'anwar']"
 eni's use of a palm oil byproduct in its biofuel output showed it was reneging on previous commitments palm oil cultivation results in excessive deforestation. european environmental lobby group transport environment te criticised eni enimi opens new tab in report.,"Environment and Climate Topics, Energy and Resources",[],"['european', 'environmental', 'lobby', 'group', 'transport', 'environment', 'te', 'criticised', 'eni', 'enimi', 'open', 'new', 'tab', 'report', 'monday', 'saying', 'italian', 'energy', 'group', 'use', 'palm', 'oil', 'byproduct', 'biofuel', 'output', 'showed', 'reneging', 'previous', 'commitment', 'palm', 'oil', 'cultivation', 'result', 'excessive', 'deforestation', 'european', 'commission', 'said', 'telling', 'member', 'country', 'cap', 'use', 'biofuel', 'production', 'phase', 'eni', 'pledged', 'become', 'palmoil', 'free', 'refinery', 'october', 'said', 'met', 'goal', 'ahead', 'schedule']"
Former boj board member criticises governor uedas market messaging tokyo dec. Bank of Japan governor kazuo ueda must change his communication style.,"Financial Policies and Taxation, Corporate and Business Topics",['Japan'],"['exboj', 'board', 'member', 'criticises', 'governor', 'uedas', 'market', 'messaging', 'tokyo', 'dec', 'reuters', 'bank', 'japan', 'governor', 'kazuo', 'ueda', 'must', 'change', 'communication', 'style', 'confusing', 'market', 'believing', 'exit', 'ultraloose', 'monetary', 'policy', 'imminent', 'former', 'boj', 'board', 'member', 'takako', 'masai', 'told', 'reuters', 'less', 'year', 'job', 'ueda', 'already', 'wrongfooted', 'market', 'twice', 'comment', 'policy', 'outlook', 'including', 'dec', 'elaborated', 'boj', 'could', 'ending', 'negative', 'interest', 'rate', 'policy', 'bond', 'yield', 'yen', 'surged', 'comment', 'made', 'parliament', 'fuelling', 'market', 'expectation', 'boj', 'could', 'end', 'negative', 'interest', 'rate', 'early', 'december', 'boj', 'made', 'change', 'month', 'ultraloose', 'policy', 'dovish', 'guidance']"
Minister of state for home affairs sun xueling on thursday feb called out metas lack of cooperation with the singapore government when it came to combatting scams meta the parent company of facebook has consistently pushed back against the ministry of home affairs mha recommendations to put in place safeguards against scams on the social media platform ms sun told parliament these recommendations include verifying users against governmentissued ids and offering a secured payment option for marketplace users.,"Government Actions and Regulations, Legal and Crime Stories",['Singapore'],"['minister', 'state', 'home', 'affair', 'sun', 'xueling', 'thursday', 'feb', 'called', 'metas', 'lack', 'cooperation', 'singapore', 'government', 'came', 'combatting', 'scam', 'meta', 'parent', 'company', 'facebook', 'consistently', 'pushed', 'back', 'ministry', 'home', 'affair', 'mha', 'recommendation', 'put', 'place', 'safeguard', 'scam', 'social', 'medium', 'platform', 'm', 'sun', 'told', 'parliament', 'recommendation', 'include', 'verifying', 'user', 'governmentissued', 'id', 'offering', 'secured', 'payment', 'option', 'marketplace', 'user', 'total', 'ecommerce', 'scam', 'reported', 'singapore', 'last', 'year', 'double', 'case', 'year', 'victim', 'losing', 'combined', 'million', 'u', 'million', 'close', 'half', 'scam', 'facebook', 'said', 'm', 'sun']"
Former president donald j trump criticized prime minister benjamin netanyahu in a speech in florida just days after deadly hamas attacks. mr trump related a story he said he had never told about israels role in the killing of irans top security and intelligence commander maj gen qassim suleimani by an american drone strike.,"International Relations and Trade, military",['Israel'],"['former', 'president', 'donald', 'j', 'trump', 'frequently', 'paint', 'fiercest', 'defender', 'israel', 'ever', 'occupy', 'white', 'house', 'wednesday', 'criticized', 'prime', 'minister', 'benjamin', 'netanyahu', 'speech', 'florida', 'day', 'deadly', 'hamas', 'attack', 'rocked', 'country', 'speaking', 'crowd', 'supporter', 'west', 'palm', 'beach', 'mile', 'residence', 'maralago', 'mr', 'trump', 'related', 'story', 'said', 'never', 'told', 'israel', 'role', 'killing', 'iran', 'top', 'security', 'intelligence', 'commander', 'maj', 'gen', 'qassim', 'suleimani', 'american', 'drone', 'strike', 'mr', 'trump', 'said', 'israel', 'working', 'united', 'state', 'plan', 'attack', 'received', 'call', 'shortly', 'beforehand', 'let', 'know', 'israel', 'would', 'take', 'part', 'united', 'state', 'proceeded', 'anyway']"
The auschwitz memorial criticised social media platform x for failing to remove an antisemitic post on the site xs owner elon musk has described himself as a free speech absolutist but some critics have said his approach is irresponsible.,"Social Issues and Activism, Technology and Digital Trends","['Germany', 'Poland']","['auschwitz', 'memorial', 'thursday', 'aug', 'criticised', 'social', 'medium', 'platform', 'x', 'formerly', 'known', 'twitter', 'failing', 'remove', 'antisemitic', 'post', 'site', 'x', 'owner', 'elon', 'musk', 'described', 'free', 'speech', 'absolutist', 'critic', 'said', 'approach', 'irresponsible', 'researcher', 'found', 'increase', 'hate', 'speech', 'antisemitic', 'content', 'platform', 'since', 'took', 'government', 'accused', 'company', 'enough', 'moderate', 'content', 'auschwitz', 'memorial', 'preserve', 'site', 'death', 'camp', 'set', 'nazi', 'germany', 'territory', 'occupied', 'poland', 'world', 'war', 'two', 'said', 'post', 'x', 'reported', 'antisemitic', 'message', 'site', 'received', 'response', 'x', 'content', 'violate', 'rule']"
 ms rebecca nadillo a strategy and branding executive with previous stints at meta and ad agency bbdo was among the followers who criticised mr fernandes. i dont think the women in your company would feel comfortable or safe in this context and given youre the boss they likely wont challenge you or say anything she wrote.,"Social Issues and Activism, Human Rights and Social Justice","['Indonesia', 'Oman']","['m', 'rebecca', 'nadillo', 'strategy', 'branding', 'executive', 'previous', 'stint', 'meta', 'ad', 'agency', 'bbdo', 'among', 'follower', 'criticised', 'mr', 'fernandes', 'dont', 'think', 'woman', 'company', 'would', 'feel', 'comfortable', 'safe', 'context', 'given', 'youre', 'bos', 'likely', 'wont', 'challenge', 'say', 'anything', 'wrote', 'one', 'response', 'many', 'echoing', 'm', 'nadillo', 'urging', 'mr', 'fernandes', 'clean', 'judged', 'personal', 'misstep', 'mr', 'fernandes', 'said', 'endured', 'hour', 'flight', 'pain', 'massage', 'spontaneous', 'suggestion', 'somebody', 'indonesia', 'operation']"
 communist youth league criticise hm for finding faults with xinjiang cotton. Two chinese celebrities who previously represented hm issued statements saying they no longer have any ties with it.,"media and communication, consumer topics ",['China'],"['communist', 'youth', 'league', 'ruling', 'communist', 'party', 'organisation', 'young', 'people', 'took', 'weibo', 'wednesday', 'march', 'criticise', 'hm', 'finding', 'fault', 'xinjiang', 'cotton', 'want', 'make', 'money', 'china', 'spreading', 'false', 'rumour', 'boycotting', 'xinjiang', 'cotton', 'wishful', 'thinking', 'said', 'post', 'one', 'people', 'liberation', 'army', 'weibo', 'account', 'called', 'hm', 'statement', 'ignorant', 'arrogant', 'two', 'chinese', 'celebrity', 'previously', 'represented', 'hm', 'issued', 'statement', 'saying', 'longer', 'tie', 'adding', 'oppose', 'attempt', 'smear', 'china', 'united', 'state', 'western', 'government', 'accuse', 'china', 'sending', 'one', 'million', 'muslim', 'uighur', 'internment', 'camp', 'forcing', 'work']"
World bank president david malpass announced plans to step down wednesday finishing his fourth year. malpass had sought to increase economic growth alleviate poverty improve living standards and reduce government debt burdens.,"Government Actions and Regulations, environment and climate topics",[],"['world', 'bank', 'president', 'david', 'malpass', 'announced', 'plan', 'step', 'wednesday', 'finishing', 'fourth', 'year', 'amid', 'persistent', 'criticism', 'treasury', 'secretary', 'janet', 'l', 'yellen', 'white', 'house', 'climate', 'adviser', 'john', 'f', 'kerry', 'malpasss', 'level', 'commitment', 'slowing', 'climate', 'change', 'immediately', 'clear', 'replace', 'malpass', 'world', 'bank', 'lends', 'billion', 'dollar', 'developing', 'country', 'plan', 'step', 'june', 'even', 'though', 'term', 'run', 'april', 'malpass', 'appointed', 'president', 'donald', 'trump', 'sought', 'increase', 'economic', 'growth', 'alleviate', 'poverty', 'improve', 'living', 'standard', 'reduce', 'government', 'debt', 'burden', 'according', 'statement', 'released', 'bank']"
 lina khan the chair of the federal trade commission faced more than three hours of criticism and ridicule from republicans in a house hearing.,"technology and digital trends, corporate and business topics",[],"['lina', 'khan', 'chair', 'federal', 'trade', 'commission', 'faced', 'three', 'hour', 'criticism', 'ridicule', 'republican', 'house', 'hearing', 'thursday', 'emboldened', 'critic', 'increasingly', 'put', 'pressure', 'agency', 'crackdown', 'growing', 'power', 'tech', 'giant', 'highly', 'partisan', 'hearing', 'republican', 'accused', 'm', 'khan', 'carried', 'aggressive', 'agenda', 'lawsuit', 'investigation', 'tech', 'company', 'harassing', 'business', 'lawmaker', 'repeatedly', 'cut', 'm', 'khan', 'midsentence', 'also', 'ridiculed', 'ftc', 'recent', 'loss', 'antitrust', 'case', 'wasting', 'government', 'resource', 'merger', 'trial', 'representative', 'kevin', 'kiley', 'republican', 'california', 'said', 'house', 'judiciary', 'committee', 'hearing', 'losing', 'much']"
The panel appointed by facebook to review its policy decisions sharply criticized the company on thursday for not being transparent about an internal program that gives prominent users preferential treatment. The group known as the facebook oversight board said facebook failed to provide relevant information about a system called cross check.,"Government Actions and Regulations, media and communication",[],"['panel', 'appointed', 'facebook', 'review', 'policy', 'decision', 'sharply', 'criticized', 'company', 'thursday', 'transparent', 'internal', 'program', 'give', 'prominent', 'user', 'preferential', 'treatment', 'social', 'network', 'group', 'known', 'facebook', 'oversight', 'board', 'said', 'facebook', 'failed', 'provide', 'relevant', 'information', 'system', 'called', 'cross', 'check', 'first', 'disclosed', 'wall', 'street', 'journal', 'exempts', 'highprofile', 'user', 'rule', 'like', 'prohibiting', 'harassment', 'incitement', 'violence', 'others', 'platform', 'must', 'follow', 'board', 'said', 'lack', 'transparency', 'harmed', 'ability', 'rule', 'facebooks', 'decision', 'remove', 'keep', 'online', 'content', 'posted', 'user', 'including', 'company', 'barred', 'former', 'president', 'donald', 'j', 'trump']"
European Commission announces preliminary charges against amazon. Announcement is preliminary and just one part of the regulatory process. It can take many months or even years before a fine and other penalties are announced.,"Corporate and business topics, political topics and protests",[],"['many', 'europe', 'watching', 'see', 'amazon', 'announcement', 'received', 'incoming', 'administration', 'presidentelect', 'joseph', 'r', 'biden', 'jr', 'expected', 'pursue', 'policy', 'limit', 'industry', 'power', 'trump', 'administration', 'criticized', 'm', 'vestager', 'aiming', 'american', 'company', 'like', 'apple', 'even', 'initiated', 'investigation', 'industry', 'amazon', 'case', 'announcement', 'tuesday', 'preliminary', 'one', 'part', 'regulatory', 'process', 'amazon', 'chance', 'respond', 'charge', 'take', 'many', 'month', 'even', 'year', 'fine', 'penalty', 'announced', 'commission', 'also', 'could', 'reach', 'settlement', 'amazon', 'case', 'could', 'dropped']"
The clothing retailer hm apologized on monday for an image appearing in its online store that showed a black child model wearing a hooded sweatshirt that said coolest monkey in the jungle. The image was widely criticized online for its reference to a monkey an animal that has long featured in racial and ethnic slurs.,"social issues and activism, media and communication",['Ethiopia'],"['clothing', 'retailer', 'hm', 'apologized', 'monday', 'image', 'appearing', 'online', 'store', 'showed', 'black', 'child', 'model', 'wearing', 'hooded', 'sweatshirt', 'said', 'coolest', 'monkey', 'jungle', 'company', 'removed', 'image', 'monday', 'said', 'would', 'also', 'pull', 'shirt', 'store', 'worldwide', 'image', 'widely', 'criticized', 'online', 'reference', 'monkey', 'animal', 'long', 'featured', 'racial', 'ethnic', 'slur', 'weeknd', 'canadian', 'pop', 'star', 'ethiopian', 'descent', 'one', 'criticized', 'clothing', 'giant', 'writing', 'twitter', 'would', 'decline', 'work', 'company', 'future']"
Likes track and field kit for women is needlessly revealing and sexist women athletes have said. Images made public on april of the womens kit on a mannequin showed a very highcut panty line.,"Sports, Entertainment, and Leisure, social issues and activism",['Oman'],"['london', 'nike', 'team', 'usa', 'track', 'field', 'kit', 'woman', 'needlessly', 'revealing', 'sexist', 'woman', 'athlete', 'said', 'american', 'sportswear', 'brand', 'unveiled', 'outfit', 'paris', 'olympics', 'image', 'made', 'public', 'april', 'womens', 'kit', 'mannequin', 'showing', 'highcut', 'panty', 'line', 'triggered', 'criticism', 'several', 'athlete', 'saw', 'decision', 'prioritise', 'skimpiness', 'function', 'absolutely', 'made', 'performance', 'said', 'u', 'steeplechaser', 'colleen', 'quigley', 'debate', 'raged', 'year', 'revealing', 'outfit', 'woman', 'olympian', 'discipline', 'beach', 'volleyball', 'gymnastics', 'rule', 'competition', 'wear', 'changing']"
