summary,theme,countries,lemmatized_tokens
Minister of state for home affairs sun xueling on thursday feb called out metas lack of cooperation with the singapore government when it came to combatting scams meta the parent company of facebook has consistently pushed back against the ministry of home affairs mha recommendations to put in place safeguards against scams on the social media platform ms sun told parliament these recommendations include verifying users against governmentissued ids and offering a secured payment option for marketplace users.,Government Actions and Regulations| Legal and Crime Stories,['Singapore'],"['minister', 'state', 'home', 'affair', 'sun', 'xueling', 'thursday', 'feb', 'called', 'metas', 'lack', 'cooperation', 'singapore', 'government', 'came', 'combatting', 'scam', 'meta', 'parent', 'company', 'facebook', 'consistently', 'pushed', 'back', 'ministry', 'home', 'affair', 'mha', 'recommendation', 'put', 'place', 'safeguard', 'scam', 'social', 'medium', 'platform', 'm', 'sun', 'told', 'parliament', 'recommendation', 'include', 'verifying', 'user', 'governmentissued', 'id', 'offering', 'secured', 'payment', 'option', 'marketplace', 'user', 'total', 'ecommerce', 'scam', 'reported', 'singapore', 'last', 'year', 'double', 'case', 'year', 'victim', 'losing', 'combined', 'million', 'u', 'million', 'close', 'half', 'scam', 'facebook', 'said', 'm', 'sun']"
The panel appointed by facebook to review its policy decisions sharply criticized the company on thursday for not being transparent about an internal program that gives prominent users preferential treatment. The group known as the facebook oversight board said facebook failed to provide relevant information about a system called cross check.,Government Actions and Regulations| media and communication,[],"['panel', 'appointed', 'facebook', 'review', 'policy', 'decision', 'sharply', 'criticized', 'company', 'thursday', 'transparent', 'internal', 'program', 'give', 'prominent', 'user', 'preferential', 'treatment', 'social', 'network', 'group', 'known', 'facebook', 'oversight', 'board', 'said', 'facebook', 'failed', 'provide', 'relevant', 'information', 'system', 'called', 'cross', 'check', 'first', 'disclosed', 'wall', 'street', 'journal', 'exempts', 'highprofile', 'user', 'rule', 'like', 'prohibiting', 'harassment', 'incitement', 'violence', 'others', 'platform', 'must', 'follow', 'board', 'said', 'lack', 'transparency', 'harmed', 'ability', 'rule', 'facebooks', 'decision', 'remove', 'keep', 'online', 'content', 'posted', 'user', 'including', 'company', 'barred', 'former', 'president', 'donald', 'j', 'trump']"
The eruption of violence in equateur is closely linked to the longstanding socioeconomic and political tensions between the lobala and boba tribes. The conflict was sparked by localized tensions over access to fishing ponds between two ethnic groups.,Government Actions and Regulations| Social Issues and Activism,['Congo'],"['eruption', 'violence', 'equateur', 'closely', 'linked', 'longstanding', 'socioeconomic', 'political', 'tension', 'lobala', 'boba', 'tribe', 'exemplifies', 'potential', 'instability', 'outside', 'drcs', 'conflictaffected', 'east', 'also', 'inability', 'congolese', 'government', 'respond', 'crisis', 'without', 'continued', 'support', 'monuc', 'tension', 'boba', 'lobala', 'center', 'around', 'dongo', 'important', 'commercial', 'trade', 'port', 'oubangui', 'river', 'dongo', 'historically', 'belongs', 'lobala', 'year', 'boba', 'increasingly', 'begun', 'control', 'town', 'economically', 'political', 'aspiration', 'growing', 'marginalization', 'lobala', 'ultimately', 'led', 'armed', 'rebellion', 'boba', 'larger', 'conflict', 'sparked', 'localized', 'tension', 'access', 'fishing', 'pond', 'two', 'ethnic', 'group', 'inyelle', 'manzaya', 'whose', 'grievance', 'date', 'back']"
A dentist in anchorage alaska has been convicted on dozens of charges after he was filmed extracting a patients tooth as he stood on a hoverboard. A lawsuit filed by the state in charged lookhart with unlawful dental acts saying his patient care did not meet professional standards lookhart the lawsuit said performed a dental extraction procedure on a sedated patient while riding a hover board.,Healthcare and Medicine ,[],"['dentist', 'anchorage', 'alaska', 'convicted', 'dozen', 'charge', 'filmed', 'extracting', 'patient', 'tooth', 'stood', 'hoverboard', 'according', 'alaska', 'department', 'law', 'seth', 'lookhart', 'convicted', 'felony', 'misdemeanor', 'count', 'anchorage', 'superior', 'court', 'friday', 'judge', 'michael', 'wolverton', 'called', 'evidence', 'presented', 'state', 'fiveweek', 'bench', 'trial', 'overwhelming', 'department', 'law', 'said', 'news', 'release', 'lawsuit', 'filed', 'state', 'charged', 'lookhart', 'unlawful', 'dental', 'act', 'saying', 'patient', 'care', 'meet', 'professional', 'standard', 'lookhart', 'lawsuit', 'said', 'performed', 'dental', 'extraction', 'procedure', 'sedated', 'patient', 'riding', 'hoverboard', 'filmed', 'procedure', 'sent', 'several', 'people']"
 burger lobster singapore was fined by the courts on april for food safety lapses. Five people who ate at the burger lobster outlet in jewel changi airport were hospitalised.,Healthcare and Medicine ,['Singapore'],"['burger', 'lobster', 'singapore', 'fined', 'court', 'april', 'food', 'safety', 'lapse', 'singapore', 'food', 'agency', 'sfa', 'said', 'statement', 'may', 'sfa', 'received', 'report', 'gastroenteritis', 'involving', 'people', 'ate', 'burger', 'lobster', 'outlet', 'jewel', 'changi', 'airport', 'may', 'five', 'hospitalised', 'sfa', 'ministry', 'health', 'found', 'multiple', 'lapse', 'included', 'poor', 'housekeeping', 'cracked', 'kitchen', 'floor', 'tile', 'using', 'dirty', 'oven', 'toaster', 'failure', 'employ', 'food', 'hygiene', 'officer', 'premise', 'interest', 'public', 'health', 'sfa', 'suspended', 'food', 'business', 'operation', 'may', 'july', 'directed', 'burger', 'lobster', 'singapore', 'take', 'necessary', 'measure', 'improve', 'food', 'safety', 'practice', 'cleanliness', 'premise']"
Kobayashi began recalling products on mar after receiving reports of kidney ailments. The factory in osakas yodogawa ward was closed in december due to ageing facilities.,Healthcare and Medicine,['Japan'],"['fully', 'cooperate', 'investigation', 'resolve', 'problem', 'early', 'possible', 'head', 'kobayashis', 'investor', 'relation', 'yuko', 'tomiyama', 'told', 'reporter', 'sunday', 'footage', 'shown', 'public', 'broadcaster', 'nhk', 'health', 'official', 'said', 'ministry', 'would', 'join', 'hand', 'ministry', 'concerned', 'utmost', 'resolve', 'ongoing', 'case', 'asking', 'kobayashi', 'pharma', 'cooperate', 'needed', 'looking', 'case', 'factory', 'osaka', 'yodogawa', 'ward', 'closed', 'december', 'due', 'ageing', 'facility', 'production', 'shifted', 'factory', 'city', 'kinokawa', 'searched', 'sunday', 'japanese', 'medium', 'reported', 'government', 'criticised', 'company', 'taking', 'two', 'month', 'announce', 'health', 'impact', 'product', 'kobayashi', 'began', 'recalling', 'product', 'mar', 'receiving', 'report', 'kidney', 'ailment']"
Homemaker lim sze tein among those who have received the email. News reports and correspondence from cordlife had left her sleepless last night.,healthcare and medicine,[],"['homemaker', 'lim', 'sze', 'tein', 'among', 'received', 'email', 'news', 'report', 'correspondence', 'cordlife', 'left', 'sleepless', 'last', 'night', 'told', 'cna', 'want', 'say', 'fair', 'dont', 'know', 'feel', 'said', 'yearold', 'whose', 'elder', 'daughter', 'cord', 'blood', 'stored', 'cordlife', 'since', 'knew', 'happened', 'since', 'kept', 'quiet', 'unthinkable', 'something', 'like', 'happen', 'seem', 'nonchalant', 'corporate', 'speech', 'disgusting', 'zero', 'empathy']"
The mother of two boys who were then eight and years old misuzu sought a second opinion which brought her to dr see hui ti a medical oncologist at parkway cancer centre pcc dr see patiently explained why the treatment was necessary.,Healthcare and Medicine,[],"['thought', 'raced', 'mind', 'would', 'happen', 'family', 'especially', 'since', 'still', 'young', 'child', 'worried', 'break', 'news', 'upcoming', 'treatment', 'recalled', 'mother', 'two', 'boy', 'eight', 'year', 'old', 'misuzu', 'sought', 'second', 'opinion', 'brought', 'dr', 'see', 'hui', 'ti', 'medical', 'oncologist', 'parkway', 'cancer', 'centre', 'pcc', 'dr', 'see', 'patiently', 'explained', 'treatment', 'necessary', 'based', 'evidencebased', 'medical', 'finding', 'side', 'effect', 'expect', 'control', 'manage', 'treatment', 'period', 'physically', 'mentally', 'said', 'tashiro', 'underwent', 'several', 'round', 'surgery', 'including', 'hysterectomy', 'remove', 'womb', 'followed', 'chemotherapy', 'radiation', 'therapy', 'entire', 'process', 'lasting', 'nine', 'month']"
 iranian court has sentenced prominent filmmaker mohammad rasoulof to jail time for collusion against national security. The director has been sentenced to eight years in prison but will only serve five.,Human Rights and Social Justice ,[],"['iranian', 'court', 'sentenced', 'prominent', 'filmmaker', 'mohammad', 'rasoulof', 'jail', 'time', 'collusion', 'national', 'security', 'lawyer', 'babak', 'paknia', 'said', 'may', 'rasoulofs', 'new', 'drama', 'seed', 'sacred', 'fig', 'due', 'premiere', 'main', 'competition', 'cannes', 'film', 'festival', 'may', 'director', 'sentenced', 'eight', 'year', 'prison', 'serve', 'five', 'mr', 'paknia', 'said', 'post', 'social', 'medium', 'platform', 'x', 'iranian', 'law', 'jail', 'sentence', 'run', 'concurrently', 'according', 'lawyer', 'verdict', 'confirmed', 'appeal', 'court', 'also', 'included', 'flogging', 'fine', 'confiscation', 'property', 'said', 'court', 'found', 'rasoulof', 'guilty', 'collusion', 'national', 'security', 'official', 'medium', 'iran', 'yet', 'publish', 'verdict']"
The european union said on thursday jul it was imposing restrictive measures against individuals and entities for human rights violations in afghanistan south sudan central african republic ukraine and russia. The taliban ministers of education and justice are among the six individuals sanctioned.,Human Rights and Social Justice ,"['Afghanistan', 'Sudan', 'Ukraine']","['european', 'union', 'said', 'thursday', 'jul', 'imposing', 'restrictive', 'measure', 'individual', 'entity', 'human', 'right', 'violation', 'afghanistan', 'south', 'sudan', 'central', 'african', 'republic', 'ukraine', 'russia', 'taliban', 'minister', 'education', 'justice', 'well', 'acting', 'taliban', 'chief', 'justice', 'afghanistan', 'supreme', 'court', 'among', 'six', 'individual', 'sanctioned', 'sexual', 'genderbased', 'violence', 'eu', 'said', 'statement', 'also', 'imposed', 'restrictive', 'measure', 'twelve', 'individual', 'five', 'entity', 'responsible', 'serious', 'human', 'right', 'violation', 'russia', 'referring', 'people', 'misused', 'facial', 'recognition', 'technology', 'arbitrary', 'arrest', 'politically', 'motivated', 'ruling', 'outspoken', 'kremlin', 'critic', 'like', 'alexei', 'navalny', 'vladimir', 'karamurza']"
 britain imposed sanctions on six individuals in charge of the arctic penal colony where russian opposition leader alexei navalny died last week. western leaders have expressed outrage at the news from russian authorities that navalny had fallen unconscious and died in prison.,Human Rights and Social Justice ,[],"['britain', 'wednesday', 'feb', 'imposed', 'sanction', 'six', 'individual', 'charge', 'arctic', 'penal', 'colony', 'russian', 'opposition', 'leader', 'alexei', 'navalny', 'died', 'last', 'week', 'western', 'leader', 'expressed', 'outrage', 'news', 'russian', 'authority', 'navalny', 'president', 'vladimir', 'putin', 'prominent', 'domestic', 'critic', 'fallen', 'unconscious', 'died', 'prison', 'friday', 'sanctioned', 'including', 'head', 'five', 'deputy', 'head', 'penal', 'colony', 'banned', 'uk', 'asset', 'frozen', 'british', 'foreign', 'secretary', 'david', 'cameron', 'said', 'statement', 'clear', 'russian', 'authority', 'saw', 'navalny', 'threat', 'tried', 'repeatedly', 'silence', 'one', 'doubt', 'oppressive', 'nature', 'russian', 'system', 'said']"
 washington us president joe biden on saturday apr recognised the killings of armenians by ottoman forces as genocide a watershed moment for descendants of the hundreds of thousands of dead.,Human Rights and Social Justice,"['Armenia', 'Oman']","['washington', 'u', 'president', 'joe', 'biden', 'saturday', 'apr', 'recognised', 'killing', 'armenian', 'ottoman', 'force', 'genocide', 'watershed', 'moment', 'descendant', 'hundred', 'thousand', 'dead', 'defied', 'decade', 'pressure', 'turkey', 'biden', 'became', 'first', 'u', 'president', 'use', 'word', 'genocide', 'customary', 'statement', 'anniversary', 'day', 'informing', 'turkish', 'president', 'recep', 'tayyip', 'erdogan', 'would', 'go', 'ahead', 'step', 'seeking', 'limit', 'expected', 'furor', 'nato', 'ally', 'remember', 'life', 'died', 'ottomanera', 'armenian', 'genocide', 'recommit', 'preventing', 'atrocity', 'ever', 'occurring', 'biden', 'said']"
The announcement of the ban followed renewed scrutiny of lgbtq rights in malaysia. in a lawsuit filed on jun swatch said it was seeking compensation including in the form of aggravated and exemplary damages.,Human Rights and Social Justice,['Malaysia'],"['lawsuit', 'filed', 'jun', 'swatch', 'said', 'seeking', 'compensation', 'including', 'form', 'aggravated', 'exemplary', 'damage', 'return', 'watch', 'worth', 'rm', 'malay', 'mail', 'reported', 'announcement', 'ban', 'followed', 'renewed', 'scrutiny', 'lgbtq', 'right', 'malaysia', 'government', 'last', 'month', 'halted', 'music', 'festival', 'kuala', 'lumpur', 'pulled', 'plug', 'frontman', 'british', 'pop', 'rock', 'band', 'kissed', 'male', 'bandmate', 'onstage', 'criticised', 'country', 'antilgbtq', 'law', 'discussion', 'lgbtq', 'right', 'also', 'come', 'politically', 'sensitive', 'time', 'multiethnic', 'multifaith', 'malaysia']"
 germanys health minister has criticised the roman catholic church for its refusal to bless samesex unions. Health minister jens spahn married his husband daniel funke.,Human Rights and Social Justice,"['Germany', 'Guinea', 'Oman']","['germany', 'health', 'minister', 'criticised', 'roman', 'catholic', 'church', 'refusal', 'bless', 'samesex', 'union', 'say', 'religious', 'faith', 'remains', 'strong', 'health', 'minister', 'jens', 'spahn', 'married', 'husband', 'daniel', 'funke', 'also', 'spahn', 'described', 'relationship', 'church', 'difficult', 'time', 'german', 'news', 'agency', 'dpa', 'reported', 'wednesday', 'aug', 'belief', 'deeply', 'anchored', 'inside', 'dpa', 'quoted', 'spahn', 'telling', 'germany', 'bunte', 'magazine', 'added', 'gay', 'man', 'aware', 'many', 'mistake', 'church', 'made', 'long', 'history', 'priest', 'bless', 'guinea', 'pig', 'motorcycle', 'spahn', 'said', 'two', 'people', 'love', 'believer', 'wishing', 'blessing', 'promise', 'life', 'long', 'rejected', 'church']"
 coreweave has seen a boost from the generative ai boom thanks to its purposebuilt cloud infrastructure at scale. The company has unique access to the most advanced n Nvidia chips that are in short supply giving it an edge in competition with traditional cloud providers.,Infrastructure and Development,[],"['nvidiabacked', 'coreweave', 'seen', 'boost', 'generative', 'ai', 'boom', 'thanks', 'purposebuilt', 'cloud', 'infrastructure', 'scale', 'partnership', 'ai', 'startup', 'cloud', 'provider', 'also', 'competes', 'build', 'cluster', 'power', 'ai', 'workload', 'company', 'unique', 'access', 'advanced', 'nvidia', 'chip', 'short', 'supply', 'giving', 'edge', 'competition', 'traditional', 'cloud', 'provider', 'like', 'microsoft', 'amazon', 'google', 'facing', 'supply', 'restraint', 'working', 'developing', 'chip', 'new', 'financing', 'used', 'acquire', 'graphic', 'processing', 'unit', 'invest', 'data', 'center', 'hiring', 'company', 'said', 'announced', 'billion', 'data', 'center', 'texas', 'last', 'week', 'aim', 'expand', 'u', 'year', 'end']"
A crane at a pub worksite in sengkang toppled and crushed a van. The accident happened at the junction of punggol road and compassvale street.,Infrastructure and Development,['Singapore'],"['singapore', 'van', 'driver', 'taken', 'hospital', 'crane', 'pub', 'worksite', 'sengkang', 'toppled', 'crushed', 'vehicle', 'tuesday', 'apr', 'accident', 'happened', 'junction', 'punggol', 'road', 'compassvale', 'street', 'pm', 'according', 'police', 'crane', 'loaded', 'onto', 'trailer', 'truck', 'toppled', 'onto', 'stationary', 'van', 'beside', 'yearold', 'van', 'driver', 'taken', 'conscious', 'sengkang', 'general', 'hospital', 'crane', 'operator', 'arrested', 'police', 'said', 'adding', 'investigation', 'ongoing', 'national', 'water', 'agency', 'pub', 'said', 'new', 'public', 'sewer', 'construction', 'worksite', 'cna', 'reader', 'said', 'road', 'punggol', 'road', 'compassvale', 'street', 'blocked', 'pm']"
 orto leisure park and groundup initiative gui located at and lorong chencharu respectively will have to be cleared to make way for planned housing developments.,Infrastructure and Development,['Singapore'],"['singapore', 'nestled', 'picturesque', 'lush', 'corner', 'yishun', 'sits', 'hour', 'leisure', 'park', 'house', 'prawning', 'longkang', 'fishing', 'pond', 'sustainability', 'nonprofit', 'run', 'farming', 'cooking', 'programme', 'midnext', 'year', 'ground', 'occupied', 'orto', 'leisure', 'park', 'nonprofit', 'groundup', 'initiative', 'gui', 'located', 'lorong', 'chencharu', 'respectively', 'cleared', 'make', 'way', 'planned', 'housing', 'development', 'bounded', 'khatib', 'camp', 'sembawang', 'road', 'yishun', 'avenue', 'avenue', 'gui', 'orto', 'currently', 'sit', 'area', 'zoned', 'residential', 'use', 'june', 'urban', 'redevelopment', 'authority', 'ura', 'identified', 'chencharu', 'new', 'housing', 'area', 'yishun', 'longterm', 'land', 'use', 'plan']"
 air located at dempsey hill occupies a sq ft space that includes a barracks complex that was once a clubhouse for civil servants. A beckoning lawn and a garden farm where edible plants are cultivated for use in the restaurant.,Infrastructure and Development,['Singapore'],"['air', 'located', 'dempsey', 'hill', 'occupies', 'sq', 'ft', 'space', 'includes', 'barrack', 'complex', 'clubhouse', 'civil', 'servant', 'beckoning', 'lawn', 'garden', 'farm', 'edible', 'plant', 'cultivated', 'use', 'restaurant', 'dempsey', 'ask', 'hidden', 'glade', 'wonder', 'well', 'behind', 'large', 'carpark', 'holland', 'road', 'area', 'youll', 'missed', 'youre', 'busy', 'making', 'way', 'samys', 'curry', 'long', 'beach', 'back', 'march', 'last', 'year', 'sent', 'message', 'singapore', 'hour', 'orlando', 'recounted', 'akili', 'managed', 'secure', 'site', 'flew', 'stood', 'lawn', 'tall', 'grass', 'everywhere', 'per', 'cent', 'initial', 'gut', 'feeling']"
Capitaspring located at market street is a new storey integrated development that was completed in.,Infrastructure and Development,[],"['activity', 'required', 'design', 'incorporate', 'safe', 'catwalk', 'ideally', 'reflective', 'low', 'light', 'emitting', 'tape', 'work', 'platform', 'ensure', 'activity', 'carried', 'safely', 'also', 'deter', 'anyone', 'stepping', 'false', 'ceiling', 'panel', 'proper', 'risk', 'assessment', 'also', 'done', 'prior', 'start', 'work', 'process', 'shared', 'responsibility', 'stakeholder', 'developer', 'contractor', 'designer', 'call', 'everyone', 'part', 'learn', 'past', 'accident', 'prevent', 'future', 'one', 'occurring', 'capitaspring', 'located', 'market', 'street', 'new', 'storey', 'integrated', 'development', 'completed']"
The garden pod at gardens by the bay was officially opened on thursday sep. The hotel offering twostorey suites is set against a panoramic view of the city skyline of downtown marina bay.,Infrastructure and Development,['Singapore'],"['garden', 'pod', 'garden', 'bay', 'officially', 'opened', 'thursday', 'sep', 'hotel', 'offering', 'twostorey', 'suite', 'set', 'panoramic', 'view', 'city', 'skyline', 'downtown', 'marina', 'bay', 'amidst', 'unique', 'foliage', 'serene', 'garden', 'supported', 'singapore', 'tourism', 'board', 'designed', 'president', 'design', 'award', 'winner', 'laud', 'architect', 'garden', 'pod', 'provides', 'unique', 'offering', 'visitor', 'want', 'escape', 'hustle', 'bustle', 'urban', 'living', 'four', 'duplex', 'suite', 'available', 'booking', 'maple', 'jasmine', 'juniper', 'bamboo', 'duplex', 'suite', 'comprising', 'sqm', 'space', 'two', 'level', 'connected', 'sculptural', 'staircase']"
The united states on friday feb issued sweeping sanctions to mark the second anniversary of russias invasion of ukraine targeting over people and entities. The measures targeted the mir payment system russian financial institutions and its militaryindustrial base.,International Relations and Trade ,['Ukraine'],"['united', 'state', 'friday', 'feb', 'issued', 'sweeping', 'sanction', 'mark', 'second', 'anniversary', 'russia', 'invasion', 'ukraine', 'targeting', 'people', 'entity', 'washington', 'seek', 'increase', 'pressure', 'moscow', 'measure', 'targeted', 'mir', 'payment', 'system', 'russian', 'financial', 'institution', 'militaryindustrial', 'base', 'sanction', 'evasion', 'future', 'energy', 'production', 'area', 'also', 'included', 'official', 'involved', 'death', 'russian', 'opposition', 'leader', 'alexei', 'navalny', 'treasury', 'state', 'department', 'said', 'statement', 'action', 'seek', 'hold', 'russia', 'account', 'war', 'death', 'navalny', 'u', 'president', 'joe', 'biden', 'said', 'statement', 'washington', 'look', 'continue', 'support', 'ukraine', 'even', 'face', 'acute', 'shortage', 'ammunition', 'u', 'military', 'aid', 'delayed', 'month', 'congress']"
 european union countries on wednesday feb agreed on a new package of sanctions against russia to target individuals and businesses suspected of assisting moscow in its war against ukraine. Decision coincides with the second anniversary of russias fullscale invasion which began on feb and comes days after the death of russian opposition leader alexei navalny.,International Relations and Trade ,"['Belgium', 'Ukraine']","['european', 'union', 'country', 'wednesday', 'feb', 'agreed', 'new', 'package', 'sanction', 'russia', 'target', 'individual', 'business', 'suspected', 'assisting', 'moscow', 'war', 'ukraine', 'including', 'chinese', 'company', 'decision', 'coincides', 'second', 'anniversary', 'russia', 'fullscale', 'invasion', 'began', 'feb', 'come', 'day', 'death', 'russian', 'opposition', 'leader', 'alexei', 'navalny', 'belgium', 'currently', 'hold', 'rotating', 'presidency', 'nation', 'bloc', 'said', 'package', 'one', 'broadest', 'approved', 'eu', 'according', 'several', 'diplomat', 'eu', 'ambassador', 'member', 'country', 'agreed', 'impose', 'sanction', 'company', 'individual', 'diplomat', 'spoke', 'condition', 'anonymity', 'werent', 'authorised', 'disclose', 'detail', 'sanction', 'yet', 'formally', 'adopted']"
The indian government announced a ban on chinese apps including tiktok which is operated by chinese internet firm bytedance in june. It said the apps were prejudicial to the sovereignty and integrity of india.,International Relations and Trade ,"['China', 'India']","['indian', 'government', 'announced', 'ban', 'chinese', 'apps', 'including', 'tiktok', 'operated', 'chinese', 'internet', 'firm', 'bytedance', 'june', 'relation', 'china', 'deteriorated', 'said', 'apps', 'prejudicial', 'sovereignty', 'integrity', 'india', 'china', 'say', 'new', 'delhi', 'using', 'national', 'security', 'excuse', 'prohibit', 'chinese', 'mobile', 'apps', 'china', 'government', 'thursday', 'criticized', 'indian', 'move', 'ban', 'baidu', 'tiktok', 'popular', 'chinese', 'apps', 'appealed', 'new', 'delhi', 'get', 'economic', 'tie', 'back', 'track', 'china', 'opposes', 'discriminatory', 'restrictive', 'measure', 'chinese', 'company', 'said', 'commerce', 'ministry', 'spokesman', 'gao', 'feng']"
 cuba economy is suffering unprecedented crisis with shortages of basic goods including food fuel and medicine a predicament that many cubans say leaves them with little choice but to leave their home. mexican president andres manuel lopez obrador this week lamented the deaths of cuban migrants in a traffic accident in southern mexico.,International Relations and Trade ,"['Cuba', 'Mexico']","['cuba', 'economy', 'suffering', 'unprecedented', 'crisis', 'shortage', 'basic', 'good', 'including', 'food', 'fuel', 'medicine', 'predicament', 'many', 'cuban', 'say', 'leaf', 'little', 'choice', 'leave', 'home', 'mexican', 'president', 'andres', 'manuel', 'lopez', 'obrador', 'week', 'lamented', 'death', 'cuban', 'migrant', 'traffic', 'accident', 'southern', 'mexico', 'calling', 'country', 'address', 'root', 'cause', 'driving', 'migration', 'lopez', 'obrador', 'key', 'ally', 'cuba', 'region', 'said', 'monday', 'sanction', 'blockade', 'maintained', 'apparent', 'reference', 'u', 'embargo', 'cuba', 'help', 'country', 'poverty', 'said']"
 chinas foreign ministry said on friday aug it had imposed sanctions on lithuanian deputy transport and communications minister agne vaiciukeviciute.,International Relations and Trade,"['China', 'Lithuania']","['china', 'foreign', 'ministry', 'said', 'friday', 'aug', 'imposed', 'sanction', 'lithuanian', 'deputy', 'transport', 'communication', 'minister', 'agne', 'vaiciukeviciute', 'visiting', 'taiwan', 'latest', 'development', 'beijing', 'diplomatic', 'row', 'european', 'union', 'country', 'foreign', 'ministry', 'said', 'china', 'would', 'also', 'suspend', 'engagement', 'vaiciukeviciutes', 'ministry', 'cooperation', 'transportation', 'lithuania', 'small', 'baltic', 'republic', 'lithuania', 'ministry', 'transport', 'communication', 'said', 'regretted', 'china', 'announcement', 'beijing', 'choosing', 'continue', 'intensify', 'course', 'illegal', 'action', 'eu', 'member', 'state', 'lithuanian', 'ministry', 'said', 'statement', 'reuters', 'conducive', 'development', 'china', 'relation', 'democratic', 'world', 'also', 'revers', 'beijing', 'declared', 'policy', 'far', 'hindering', 'development', 'mutually', 'beneficial', 'relationship', 'taiwan', 'one', 'world', 'progressive', 'economy']"
Singapore started importing renewable energy from laos through thailand and malaysia on thursday jun. This is the first multilateral crossborder electricity trade involving four asean countries.,International Relations and Trade| environment and climate topics,"['Malaysia', 'Singapore', 'Thailand']","['singapore', 'started', 'importing', 'renewable', 'energy', 'lao', 'thailand', 'malaysia', 'thursday', 'jun', 'initial', 'twoyear', 'power', 'purchase', 'agreement', 'signed', 'keppel', 'electric', 'lao', 'stateowned', 'electricite', 'du', 'lao', 'edl', 'lao', 'pdrthailandmalaysiasingapore', 'power', 'integration', 'project', 'ltmspip', 'import', 'megawatt', 'mw', 'renewable', 'hydropower', 'using', 'existing', 'interconnection', 'marking', 'first', 'multilateral', 'crossborder', 'electricity', 'trade', 'involving', 'four', 'asean', 'country', 'equivalent', 'per', 'cent', 'singapore', 'peak', 'electricity', 'demand', 'enough', 'power', 'fourroom', 'hdb', 'flat', 'year', 'also', 'first', 'renewable', 'energy', 'import', 'singapore', 'said', 'keppel', 'electric', 'edl', 'laotian', 'ministry', 'energy', 'mine', 'energy', 'market', 'authority', 'ema', 'joint', 'news', 'release']"
Trade between turkey and iran peaked in at nearly billion but has since fallen it stood at billion in according to turkish trade minister omer bolat down from around billion a year earlier. The issue of opening new border gates with iran is also on our agenda.,international relations and trade| government actions and regulations,[],"['erdogan', 'speaking', 'turkishiranian', 'business', 'council', 'meeting', 'alongside', 'iran', 'president', 'ebrahim', 'raisi', 'blamed', 'international', 'sanction', 'tehran', 'covid', 'pandemic', 'decline', 'trade', 'volume', 'trade', 'turkey', 'iran', 'peaked', 'nearly', 'billion', 'since', 'fallen', 'stood', 'billion', 'according', 'turkish', 'trade', 'minister', 'omer', 'bolat', 'around', 'billion', 'year', 'earlier', 'issue', 'opening', 'new', 'border', 'gate', 'iran', 'also', 'agenda', 'effort', 'establish', 'trade', 'centre', 'border', 'area', 'increasing', 'economic', 'development', 'border', 'province', 'continue', 'said', 'turkey', 'nato', 'ally', 'iran', 'currently', 'four', 'border', 'crossing', 'one', 'gate', 'gurbulakbazergan', 'region', 'construction', 'since']"
A stream of people some fearing air strikes queued at a border crossing to flee myanmar early on friday apr. A day after the strategically vital town of myawaddy near thailand fell to antijunta resistance.,International Relations and Trade| military,"['Myanmar', 'Thailand']","['mae', 'sot', 'thailand', 'stream', 'people', 'fearing', 'air', 'strike', 'queued', 'border', 'crossing', 'flee', 'myanmar', 'early', 'friday', 'apr', 'day', 'strategically', 'vital', 'town', 'myawaddy', 'near', 'thailand', 'fell', 'antijunta', 'resistance', 'gaining', 'strength', 'loss', 'town', 'robs', 'junta', 'already', 'grappling', 'economy', 'free', 'fall', 'vital', 'earnings', 'border', 'trade', 'strengthening', 'rebel', 'group', 'karen', 'national', 'union', 'knu', 'led', 'assault', 'myawaddy', 'analyst', 'say', 'afraid', 'air', 'strike', 'said', 'moe', 'moe', 'thet', 'san', 'myawaddy', 'resident', 'crossed', 'thailand', 'son', 'five', 'year', 'old']"
Strikes by air tanks and artillery rocked sudans capital khartoum and the adjacent city of bahri on friday apr witnesses said mocking a hour truce extension announced by the army and a rival paramilitary force hundreds have been killed and tens of thousands have fled for their lives.,International Relations and Trade| military,['Sudan'],"['khartoum', 'strike', 'air', 'tank', 'artillery', 'rocked', 'sudan', 'capital', 'khartoum', 'adjacent', 'city', 'bahri', 'friday', 'apr', 'witness', 'said', 'mocking', 'hour', 'truce', 'extension', 'announced', 'army', 'rival', 'paramilitary', 'force', 'hundred', 'killed', 'ten', 'thousand', 'fled', 'life', 'power', 'struggle', 'army', 'rapid', 'support', 'force', 'rsf', 'erupted', 'apr', 'disabled', 'internationally', 'backed', 'transition', 'toward', 'democratic', 'election', 'fighting', 'also', 'reawakened', 'twodecadeold', 'conflict', 'western', 'darfur', 'region', 'score', 'died', 'week', 'khartoum', 'area', 'heavy', 'gunfire', 'detonation', 'rattled', 'residential', 'neighbourhood', 'plume', 'smoke', 'rose', 'bahri']"
